7.239553222656250000e+02,1.141167724609375000e+03,7.575303955078125000e+02,1.352377319335937500e+03,1.000000000000000000e+00,7.407428588867187500e+02,1.246772460937500000e+03,2.350913461378076192e+02,6.954396362304687500e+02,1.385495239257812500e+03,7.931899414062500000e+02,1.578178100585937500e+03,1.000000000000000000e+00
1.654568969726562500e+03,2.624760498046875000e+03,1.853104492187500000e+03,2.650116943359375000e+03,0.000000000000000000e+00,1.753836669921875000e+03,2.637438720703125000e+03,2.412903247004583704e+02,1.416381713867187500e+03,2.593217529296875000e+03,1.608713378906250000e+03,2.683182617187500000e+03,0.000000000000000000e+00
1.324296020507812500e+03,2.759408203125000000e+03,1.803092407226562500e+03,2.809886962890625000e+03,0.000000000000000000e+00,1.563694213867187500e+03,2.784647460937500000e+03,0.000000000000000000e+00,1.468502075195312500e+03,2.752270751953125000e+03,1.592148071289062500e+03,2.818292724609375000e+03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.344101196289062500e+03,2.936603515625000000e+03,1.714284179687500000e+03,3.017949462890625000e+03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.586166381835937500e+02,3.086736083984375000e+03,9.144549560546875000e+02,3.164053955078125000e+03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.660798339843750000e+02,1.360229492187500000e+03,4.545223388671875000e+02,1.771603637695312500e+03,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.326279907226562500e+02,1.480153198242187500e+03,6.228042602539062500e+02,1.677850830078125000e+03,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.147862304687500000e+03,3.758926086425781250e+02,1.324385742187500000e+03,4.509742736816406250e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.271571289062500000e+03,2.429481201171875000e+03,1.485418579101562500e+03,2.507546875000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.706814575195312500e+02,1.673173583984375000e+03,9.578056640625000000e+02,1.884002807617187500e+03,1.000000000000000000e+00
