3.496786804199218750e+02,5.377322387695312500e+01,3.729222412109375000e+02,7.757231140136718750e+01
2.961540527343750000e+02,-8.162041008472442627e-02,3.204513854980468750e+02,2.300742721557617188e+01
2.430953369140625000e+02,-2.164100706577301025e-01,2.677759704589843750e+02,2.325403785705566406e+01
3.231607666015625000e+02,5.390109634399414062e+01,3.476912536621093750e+02,7.747402954101562500e+01
4.571568012237548828e+00,5.313961791992187500e+01,2.830088806152343750e+01,7.746782684326171875e+01
3.227298889160156250e+02,2.751766145229339600e-01,3.470975646972656250e+02,2.314133262634277344e+01
8.396981811523437500e+01,5.330376052856445312e+01,1.083029937744140625e+02,7.735515594482421875e+01
3.234000854492187500e+02,3.521824645996093750e+02,3.478539733886718750e+02,3.755127258300781250e+02
3.493824768066406250e+02,8.002192687988281250e+01,3.734270324707031250e+02,1.046988296508789062e+02
4.232659339904785156e+00,8.041973876953125000e+01,2.830203819274902344e+01,1.043085784912109375e+02
3.232290954589843750e+02,8.048279571533203125e+01,3.484936218261718750e+02,1.049746170043945312e+02
2.696188049316406250e+02,1.794387847185134888e-01,2.940331726074218750e+02,2.312639236450195312e+01
5.718509674072265625e+01,5.307998880743980408e-02,8.104993438720703125e+01,2.286779594421386719e+01
3.494668884277343750e+02,2.157928466796875000e+02,3.734085388183593750e+02,2.403241424560546875e+02
2.168695068359375000e+02,3.517219238281250000e+02,2.412828826904296875e+02,3.753762817382812500e+02
8.370932006835937500e+01,3.523681945800781250e+02,1.081310882568359375e+02,3.756166687011718750e+02
3.832036972045898438e+00,3.519525451660156250e+02,2.924091911315917969e+01,3.760679016113281250e+02
2.964327697753906250e+02,2.657817077636718750e+01,3.203496398925781250e+02,4.994737243652343750e+01
3.493910217285156250e+02,2.705193786621093750e+02,3.731015014648437500e+02,2.945281677246093750e+02
3.498606262207031250e+02,2.666003417968750000e+01,3.729812011718750000e+02,4.995940399169921875e+01
5.711606216430664062e+01,2.677647018432617188e+01,8.081468963623046875e+01,5.004886627197265625e+01
2.167813415527343750e+02,5.377758407592773438e+01,2.413797607421875000e+02,7.719386291503906250e+01
3.492835083007812500e+02,2.975794677734375000e+02,3.736607666015625000e+02,3.221396179199218750e+02
3.493100891113281250e+02,2.427864990234375000e+02,3.736217346191406250e+02,2.676090393066406250e+02
3.231242370605468750e+02,2.696574020385742188e+01,3.472686157226562500e+02,4.967536926269531250e+01
1.099100189208984375e+02,3.247632751464843750e+02,1.343804779052734375e+02,3.488719482421875000e+02
2.165426788330078125e+02,-8.286323398351669312e-02,2.414664459228515625e+02,2.323830986022949219e+01
1.101414337158203125e+02,5.280933380126953125e+01,1.344695739746093750e+02,7.737856292724609375e+01
